step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
86,2023-07-03 08:04:20.682195881,1,194.17,93.0,-0.25730783607110197,0.16063243607108943,0.0800000000000125,0.0166754
88,2023-07-03 08:04:22.775930851,2,194.25,77.0,-0.2706928820430158,0.25398218204301576,0.0,0.0167107
89,2023-07-03 08:04:22.775930851,1,194.25,193.0,-0.20630322322316352,0.17959252322317262,0.009999999999990905,0.0167107
91,2023-07-03 08:04:22.776496406,2,194.26,104.0,-0.11144413075502138,0.09503143075502138,0.0,0.0164127
92,2023-07-03 08:04:48.444245797,1,194.18,143.0,-0.15321794241217507,0.056792142412190966,0.07999999999998408,0.0164258
93,2023-07-03 08:04:48.685699700,1,194.13,53.0,-0.21694691803554927,0.08031621803554471,0.12000000000000455,0.0166307
97,2023-07-03 08:05:01.501859136,1,194.15,227.0,-0.3025150174062697,0.17596401740628445,0.10999999999998522,0.016551
102,2023-07-03 08:05:13.717864037,1,194.2,73.0,-0.152996054612907,0.07619465461290473,0.060000000000002274,0.0168014
104,2023-07-03 08:05:13.717864037,2,194.14,219.0,-0.21711761803554924,0.08031621803554471,0.12000000000000455,0.0168014
106,2023-07-03 08:05:13.717864037,2,194.13,179.0,-0.17263501820429702,0.025398218204301576,0.12999999999999545,0.0172368
107,2023-07-03 08:05:13.717864037,2,194.13,131.0,-0.17263501820429702,0.025398218204301576,0.12999999999999545,0.0172368
111,2023-07-03 08:05:24.553071027,1,194.18,209.0,-0.09681991803554471,0.08031621803554471,0.0,0.0165037
113,2023-07-03 08:05:30.522013321,1,194.15,142.0,-0.1418632182042959,0.025398218204301576,0.09999999999999432,0.016465
115,2023-07-03 08:05:44.839501156,2,194.13,225.0,-0.2272988180355402,0.08031621803554471,0.12999999999999545,0.0169826
116,2023-07-03 08:05:44.839501156,1,194.13,128.0,-0.32657512322316806,0.17959252322317262,0.12999999999999545,0.0169826
120,2023-07-03 08:05:49.385289017,1,194.17,225.0,-0.20637242322319194,0.17959252322317262,0.010000000000019327,0.0167799
122,2023-07-03 08:05:49.385289017,2,194.19,199.0,-0.24637242322318398,0.17959252322317262,0.05000000000001137,0.0167799
126,2023-07-03 08:05:55.436487276,1,194.12,101.0,-0.23711981803553106,0.08031621803554471,0.13999999999998636,0.0168036
127,2023-07-03 08:05:55.436487276,2,194.12,160.0,-0.23711981803553106,0.08031621803554471,0.13999999999998636,0.0168036
128,2023-07-03 08:05:55.436487276,2,194.11,68.0,-0.30119833822544817,0.1343947382254709,0.14999999999997726,0.0168036
129,2023-07-03 08:06:13.187564319,1,194.13,228.0,-0.25532552742167824,0.18835822742166689,0.05000000000001137,0.0169673
130,2023-07-03 08:06:13.187564319,2,194.1,152.0,-0.218772875500177,0.12180557550016448,0.0800000000000125,0.0169673
136,2023-07-03 08:06:18.407946816,2,194.15,154.0,-0.12678341803554585,0.08031621803554471,0.030000000000001137,0.0164672
139,2023-07-03 08:06:26.517259528,2,194.11,115.0,-0.11234061820429475,0.025398218204301576,0.06999999999999318,0.0169424
140,2023-07-03 08:06:26.517259528,1,194.01,118.0,-0.2672586180355606,0.08031621803554471,0.17000000000001592,0.0169424
141,2023-07-03 08:06:26.517259528,1,194.0,168.0,-0.2223406182043084,0.025398218204301576,0.18000000000000682,0.0169424
145,2023-07-03 08:06:32.594692998,1,194.07,212.0,-0.041879318204301574,0.025398218204301576,0.0,0.0164811
147,2023-07-03 08:06:38.329620530,1,194.07,231.0,-0.04185891820430158,0.025398218204301576,0.0,0.0164607
148,2023-07-03 08:06:39.826437098,1,194.05,73.0,-0.21644672322315445,0.17959252322317262,0.01999999999998181,0.0168542
152,2023-07-03 08:06:39.826437098,2,194.0,77.0,-0.11225241820429475,0.025398218204301576,0.06999999999999318,0.0168542
153,2023-07-03 08:06:39.827771604,1,194.0,67.0,-0.14919547497639887,0.062212674976405695,0.06999999999999318,0.0169828
155,2023-07-03 08:06:39.827771604,2,194.0,74.0,-0.2005670848243751,0.11358428482438193,0.06999999999999318,0.0169828
156,2023-07-03 08:06:39.827771604,2,194.0,126.0,-0.1229013046446277,0.03591850464463453,0.06999999999999318,0.0169828
158,2023-07-03 08:06:43.388629770,1,194.07,138.0,-0.041866318204301575,0.025398218204301576,0.0,0.0164681
161,2023-07-03 08:07:01.455192703,2,194.07,153.0,-0.08372286911273545,0.06719736911273545,0.0,0.0165255
162,2023-07-03 08:07:04.643817077,1,194.07,108.0,-0.16047300435156542,0.04399100435157111,0.09999999999999432,0.016482
164,2023-07-03 08:07:08.276481637,1,194.0,187.0,-0.22258040464462203,0.03591850464463453,0.1699999999999875,0.0166619
169,2023-07-03 08:07:21.830530495,1,194.07,209.0,-0.19677061803553902,0.08031621803554471,0.09999999999999432,0.0164544
170,2023-07-03 08:07:21.830531823,1,194.07,158.0,-0.15255010464462884,0.03591850464463453,0.09999999999999432,0.0166316
173,2023-07-03 08:07:23.387326158,2,194.16,93.0,-0.051872718204292484,0.025398218204301576,0.009999999999990905,0.0164745
174,2023-07-03 08:07:23.809281857,1,194.16,201.0,-0.09367606911272636,0.06719736911273545,0.009999999999990905,0.0164787
176,2023-07-03 08:07:30.447356491,2,194.16,114.0,-0.04187901820430158,0.025398218204301576,0.0,0.0164808
179,2023-07-03 08:07:34.779124811,2,194.16,134.0,-0.04184681820430158,0.025398218204301576,0.0,0.0164486
180,2023-07-03 08:07:35.477451215,1,194.16,116.0,-0.13834417550016448,0.12180557550016448,0.0,0.0165386
182,2023-07-03 08:07:39.757477498,1,194.17,219.0,-0.09676471803554472,0.08031621803554471,0.0,0.0164485
185,2023-07-03 08:07:54.507645057,2,194.1,202.0,-0.157168718035547,0.08031621803554471,0.060000000000002274,0.0168525
186,2023-07-03 08:07:54.507645057,1,194.08,203.0,-0.1771687180355288,0.08031621803554471,0.07999999999998408,0.0168525
187,2023-07-03 08:07:54.507645057,1,194.07,111.0,-0.286445023223176,0.17959252322317262,0.09000000000000341,0.0168525
188,2023-07-03 08:07:54.507645057,1,194.07,199.0,-0.286445023223176,0.17959252322317262,0.09000000000000341,0.0168525
189,2023-07-03 08:07:54.508834193,1,194.06,114.0,-0.19721651803553902,0.08031621803554471,0.09999999999999432,0.0169003
191,2023-07-03 08:07:54.508834193,2,194.04,70.0,-0.20409766911274002,0.06719736911273545,0.12000000000000455,0.0169003
193,2023-07-03 08:07:54.508834193,2,194.01,228.0,-0.3500494560820702,0.18314915608206453,0.15000000000000568,0.0169003
196,2023-07-03 08:08:02.523837858,2,194.14,141.0,-0.10703381803556404,0.08031621803554471,0.010000000000019327,0.0167176
199,2023-07-03 08:08:05.494156630,1,194.07,183.0,-0.19807737281721882,0.1015928728172063,0.0800000000000125,0.0164845
200,2023-07-03 08:08:16.990744776,2,194.08,145.0,-0.39575784644632706,0.35918504644634525,0.01999999999998181,0.0165728
201,2023-07-03 08:08:16.990744776,1,194.08,161.0,-0.11276745461288654,0.07619465461290473,0.01999999999998181,0.0165728
208,2023-07-03 08:08:35.299423264,1,194.05,74.0,-0.29535466383869713,0.22858396383871418,0.04999999999998295,0.0167707
209,2023-07-03 08:08:35.299423264,1,194.04,225.0,-0.15708691803554697,0.08031621803554471,0.060000000000002274,0.0167707
210,2023-07-03 08:08:35.299423264,1,194.03,209.0,-0.14356284241218414,0.056792142412190966,0.06999999999999318,0.0167707
211,2023-07-03 08:08:43.196226286,1,194.09,139.0,-0.062382304644625436,0.03591850464463453,0.009999999999990905,0.0164638
212,2023-07-03 08:08:45.366675240,2,194.08,92.0,-0.06190911820428338,0.025398218204301576,0.01999999999998181,0.0165109
215,2023-07-03 08:08:53.343838795,1,194.07,95.0,-0.17864541305471446,0.13197301305471332,0.030000000000001137,0.0166724
218,2023-07-03 08:09:18.633604282,2,194.1,210.0,-0.06733923640860315,0.05079643640860315,0.0,0.0165428
220,2023-07-03 08:09:23.513596182,1,194.05,127.0,-0.18484697612859524,0.09836687612860205,0.06999999999999318,0.0164801
222,2023-07-03 08:09:29.194412216,2,194.0,156.0,-0.5822212416524071,0.4957534416524139,0.06999999999999318,0.0164678
224,2023-07-03 08:09:44.674267162,2,194.0,159.0,-0.1139643691127366,0.06719736911273545,0.030000000000001137,0.016767
225,2023-07-03 08:09:44.674267162,1,194.0,201.0,-0.09756343640860429,0.05079643640860315,0.030000000000001137,0.016767
228,2023-07-03 08:09:44.674267162,1,194.0,155.0,-0.30111378204301686,0.25398218204301576,0.030000000000001137,0.0171316
231,2023-07-03 08:09:44.674267162,2,194.0,115.0,-0.42470325788454477,0.3775716578845436,0.030000000000001137,0.0171316
233,2023-07-03 08:09:44.674366528,2,194.0,211.0,-0.14160003075502253,0.09503143075502138,0.030000000000001137,0.0165686
236,2023-07-03 08:09:57.033173375,2,193.98,126.0,-0.12334694241220234,0.056792142412190966,0.05000000000001137,0.0165548
237,2023-07-03 08:09:57.033173375,1,193.98,196.0,-0.09195301820431295,0.025398218204301576,0.05000000000001137,0.0165548
238,2023-07-03 08:09:57.100827328,2,193.97,86.0,-0.13881387497640796,0.062212674976405695,0.060000000000002274,0.0166012
242,2023-07-03 08:10:23.350394016,1,193.97,96.0,-0.07237731820430271,0.025398218204301576,0.030000000000001137,0.0169791
247,2023-07-03 08:10:35.266623411,1,193.97,225.0,-0.20613132322316352,0.17959252322317262,0.009999999999990905,0.0165388
250,2023-07-03 08:10:52.104490724,1,193.96,93.0,-0.06239080464462543,0.03591850464463453,0.009999999999990905,0.0164723
251,2023-07-03 08:10:53.697424519,2,193.96,117.0,-0.041859518204301574,0.025398218204301576,0.0,0.0164613
258,2023-07-03 08:11:08.479769664,1,193.96,92.0,-0.4150635870169554,0.3983554870169554,0.0,0.0167081
259,2023-07-03 08:11:08.479769664,1,193.96,54.0,-0.37589314644634525,0.35918504644634525,0.0,0.0167081
260,2023-07-03 08:11:08.479769664,1,193.96,193.0,-0.09733141803554471,0.08031621803554471,0.0,0.0170152
264,2023-07-03 08:11:08.479769664,2,193.96,229.0,-0.13733141803553675,0.08031621803554471,0.03999999999999204,0.0170152
265,2023-07-03 08:11:30.432397079,1,193.99,83.0,-0.2679529325124417,0.25142953251244166,0.0,0.0165234
266,2023-07-03 08:11:31.974718545,1,194.0,81.0,-0.3965694230200855,0.3801257230200855,0.0,0.0164437
267,2023-07-03 08:11:31.974725138,1,194.0,199.0,-0.28519907645094184,0.2687894764509418,0.0,0.0164096
270,2023-07-03 08:11:31.974748090,1,194.0,207.0,-0.2852636764509418,0.2687894764509418,0.0,0.0164742
274,2023-07-03 08:11:31.974775572,2,194.0,137.0,-0.2852403764509418,0.2687894764509418,0.0,0.0164509
276,2023-07-03 08:11:36.545404693,1,194.05,207.0,-0.04187581820430157,0.025398218204301576,0.0,0.0164776
277,2023-07-03 08:11:38.593508558,2,194.05,115.0,-0.06724023640860316,0.05079643640860315,0.0,0.0164438
280,2023-07-03 08:11:43.012969083,1,194.07,151.0,-0.21633742322318286,0.17959252322317262,0.020000000000010232,0.0167449
284,2023-07-03 08:11:53.827974700,1,194.12,81.0,-0.13695051803553676,0.08031621803554471,0.03999999999999204,0.0166343
290,2023-07-03 08:12:25.584954214,1,194.09,59.0,-0.0620037182043118,0.025398218204301576,0.020000000000010232,0.0166055
295,2023-07-03 08:13:17.261467870,1,194.11,153.0,-0.05239440464463453,0.03591850464463453,0.0,0.0164759
296,2023-07-03 08:13:29.552902527,1,194.11,100.0,-0.24073498961120618,0.22431098961120619,0.0,0.016424
297,2023-07-03 08:13:30.034845490,2,194.11,107.0,-0.06047120435157111,0.04399100435157111,0.0,0.0164802
302,2023-07-03 08:13:36.245226028,1,194.09,116.0,-0.09895197497641592,0.062212674976405695,0.020000000000010232,0.0167393
304,2023-07-03 08:13:54.998093551,1,194.05,99.0,-0.14840310928927133,0.07183700928926906,0.060000000000002274,0.0165661
306,2023-07-03 08:13:54.998109423,2,194.05,121.0,-0.14856650928927134,0.07183700928926906,0.060000000000002274,0.0167295
308,2023-07-03 08:13:54.998109423,1,194.05,134.0,-0.2087025130547156,0.13197301305471332,0.060000000000002274,0.0167295
311,2023-07-03 08:14:13.905835196,1,194.11,86.0,-0.04187971820430157,0.025398218204301576,0.0,0.0164815
316,2023-07-03 08:14:27.759016393,2,194.04,180.0,-0.157099118035547,0.08031621803554471,0.060000000000002274,0.0167829
320,2023-07-03 08:14:27.759016393,1,194.02,76.0,-0.17741811803552882,0.08031621803554471,0.07999999999998408,0.0171019
321,2023-07-03 08:14:27.759016393,2,194.01,78.0,-0.18741811803554814,0.08031621803554471,0.09000000000000341,0.0171019
323,2023-07-03 08:14:45.457003155,1,194.02,208.0,-0.14712971803552766,0.08031621803554471,0.04999999999998295,0.0168135
325,2023-07-03 08:14:45.457003155,2,194.01,82.0,-0.10221171820430384,0.025398218204301576,0.060000000000002274,0.0168135
326,2023-07-03 08:14:45.457003155,1,194.01,56.0,-0.2564060232231749,0.17959252322317262,0.060000000000002274,0.0168135
327,2023-07-03 08:14:45.457003155,1,194.01,150.0,-0.25277751740628673,0.17596401740628445,0.060000000000002274,0.0168135
328,2023-07-03 08:14:48.645520202,2,194.06,93.0,-0.10718631803553562,0.08031621803554471,0.009999999999990905,0.0168701
329,2023-07-03 08:14:48.645520202,1,194.07,70.0,-0.09718631803554471,0.08031621803554471,0.0,0.0168701
330,2023-07-03 08:14:48.645520202,1,194.07,143.0,-0.22646262322317376,0.17959252322317262,0.030000000000001137,0.0168701
334,2023-07-03 08:15:34.807292509,2,194.05,134.0,-0.5744389640860145,0.5079643640860315,0.04999999999998295,0.0164746
336,2023-07-03 08:15:48.139748433,1,194.05,165.0,-0.1172767364085861,0.05079643640860315,0.04999999999998295,0.0164803
338,2023-07-03 08:16:05.159436941,2,194.05,78.0,-0.3574012942294756,0.29069589422949266,0.04999999999998295,0.0167054
339,2023-07-03 08:16:05.159436941,1,194.03,165.0,-0.2662979232231658,0.17959252322317262,0.06999999999999318,0.0167054
342,2023-07-03 08:16:13.914513303,1,194.02,50.0,-0.2998780456343967,0.2031857456344126,0.07999999999998408,0.0166923
343,2023-07-03 08:16:13.914513303,1,194.02,131.0,-0.1770085180355288,0.08031621803554471,0.07999999999998408,0.0166923
346,2023-07-03 08:16:13.914513303,1,194.02,47.0,-0.35106448204299984,0.25398218204301576,0.07999999999998408,0.0170823
347,2023-07-03 08:16:13.914513303,1,194.02,73.0,-0.12248051820428565,0.025398218204301576,0.07999999999998408,0.0170823
348,2023-07-03 08:16:13.914513303,1,194.02,113.0,-0.1773985180355288,0.08031621803554471,0.07999999999998408,0.0170823
349,2023-07-03 08:16:13.914513303,1,194.02,163.0,-0.1773985180355288,0.08031621803554471,0.07999999999998408,0.0170823
350,2023-07-03 08:16:13.914513303,1,194.02,58.0,-0.1773985180355288,0.08031621803554471,0.07999999999998408,0.0170823
353,2023-07-03 08:16:27.882453290,1,194.01,137.0,-0.06265730464465386,0.03591850464463453,0.010000000000019327,0.0167388
357,2023-07-03 08:16:27.882453290,1,194.0,198.0,-0.0940376424122012,0.056792142412190966,0.020000000000010232,0.0172455
358,2023-07-03 08:16:27.882453290,2,194.0,188.0,-0.21683802322318285,0.17959252322317262,0.020000000000010232,0.0172455
360,2023-07-03 08:16:27.882453290,1,194.0,126.0,-0.0626437182043118,0.025398218204301576,0.020000000000010232,0.0172455
361,2023-07-03 08:16:27.882453290,1,194.0,150.0,-0.12148186012725264,0.08423636012724241,0.020000000000010232,0.0172455
362,2023-07-03 08:16:33.975641709,2,193.99,165.0,-0.07187801820430272,0.025398218204301576,0.030000000000001137,0.0164798
363,2023-07-03 08:16:34.421319166,2,193.97,215.0,-0.09224441820431295,0.025398218204301576,0.05000000000001137,0.0168462
370,2023-07-03 08:16:43.264965245,2,193.93,78.0,-0.12244491820428566,0.025398218204301576,0.07999999999998408,0.0170467
373,2023-07-03 08:16:43.264965245,2,193.91,114.0,-0.1424449182042959,0.025398218204301576,0.09999999999999432,0.0170467
374,2023-07-03 08:16:43.264965245,1,193.91,77.0,-0.29663922322316694,0.17959252322317262,0.09999999999999432,0.0170467
378,2023-07-03 08:17:13.876550409,1,194.01,195.0,-0.20611212322319195,0.17959252322317262,0.010000000000019327,0.0165196
379,2023-07-03 08:17:13.876550409,2,194.02,132.0,-0.2679491325124417,0.25142953251244166,0.0,0.0165196
381,2023-07-03 08:17:20.959388580,2,193.9,146.0,-0.11697141803552652,0.08031621803554471,0.01999999999998181,0.0166552
384,2023-07-03 08:17:24.981863912,2,193.9,215.0,-0.07095880435156202,0.04399100435157111,0.009999999999990905,0.0169678
386,2023-07-03 08:17:24.981863912,2,193.9,104.0,-0.10728401803553562,0.08031621803554471,0.009999999999990905,0.0169678
388,2023-07-03 08:17:24.982250127,2,193.9,92.0,-0.10268465461289564,0.07619465461290473,0.009999999999990905,0.01649
390,2023-07-03 08:17:25.912153251,1,193.91,118.0,-0.13566030293689044,0.11912820293689044,0.0,0.0165321
391,2023-07-03 08:17:29.577495606,1,193.89,179.0,-0.06192421820431181,0.025398218204301576,0.020000000000010232,0.016526
393,2023-07-03 08:17:35.714288710,1,193.85,47.0,-0.08183921820429362,0.025398218204301576,0.03999999999999204,0.016441
395,2023-07-03 08:17:47.816930682,2,193.88,162.0,-0.10680691803553562,0.08031621803554471,0.009999999999990905,0.0164907
399,2023-07-03 08:18:03.109875226,1,193.85,191.0,-0.3267072395131577,0.25014343951315543,0.060000000000002274,0.0165638
401,2023-07-03 08:18:05.796572937,2,193.83,120.0,-0.2762778232231567,0.17959252322317262,0.07999999999998408,0.0166853
404,2023-07-03 08:18:57.374118580,2,193.83,179.0,-0.2761457232231567,0.17959252322317262,0.07999999999998408,0.0165532
405,2023-07-03 08:18:57.374118580,2,193.82,169.0,-0.28614572322317605,0.17959252322317262,0.09000000000000341,0.0165532
407,2023-07-03 08:19:37.161138031,1,193.85,136.0,-0.27043958204301577,0.25398218204301576,0.0,0.0164574
409,2023-07-03 08:19:48.753278791,2,193.84,129.0,-0.27044318204301576,0.25398218204301576,0.0,0.016461
413,2023-07-03 08:20:16.839904836,2,193.85,198.0,-0.3756237464463452,0.35918504644634525,0.0,0.0164387
415,2023-07-03 08:20:36.489524962,2,193.85,176.0,-0.08259740464463566,0.03591850464463453,0.030000000000001137,0.0166789
417,2023-07-03 08:20:36.501446870,1,193.83,172.0,-0.8484423985794632,0.7820011985794803,0.04999999999998295,0.0164412
418,2023-07-03 08:20:36.512049191,2,193.83,118.0,-0.3204239820429987,0.25398218204301576,0.04999999999998295,0.0164418
421,2023-07-03 08:21:09.013747812,1,193.85,215.0,-0.38444831601954094,0.3379013160195398,0.030000000000001137,0.016547
424,2023-07-03 08:21:16.742075233,1,193.82,64.0,-0.16080406012724469,0.08423636012724241,0.060000000000002274,0.0165677
425,2023-07-03 08:21:18.206205953,2,193.82,206.0,-0.31623191132723993,0.23960631132723764,0.060000000000002274,0.0166256
426,2023-07-03 08:21:18.206205953,2,193.81,200.0,-0.22803689419728423,0.14141129419729104,0.06999999999999318,0.0166256
427,2023-07-03 08:22:02.484047215,2,193.82,215.0,-0.13070566012724355,0.08423636012724241,0.030000000000001137,0.0164693
428,2023-07-03 08:22:03.647358471,1,193.82,96.0,-0.07184191820430272,0.025398218204301576,0.030000000000001137,0.0164437
430,2023-07-03 08:22:05.585438246,1,193.81,208.0,-0.08252741820429361,0.025398218204301576,0.03999999999999204,0.0171292
432,2023-07-03 08:22:05.585438246,2,193.81,184.0,-0.08252741820429361,0.025398218204301576,0.03999999999999204,0.0171292
433,2023-07-03 08:22:05.585438246,1,193.81,82.0,-0.08252741820429361,0.025398218204301576,0.03999999999999204,0.0171292
434,2023-07-03 08:22:05.585438246,2,193.81,156.0,-0.08252741820429361,0.025398218204301576,0.03999999999999204,0.0171292
435,2023-07-03 08:22:05.585438246,1,193.81,127.0,-0.22938829684498463,0.1722590968449926,0.03999999999999204,0.0171292
436,2023-07-03 08:22:12.711809001,2,193.82,163.0,-0.09075430435157225,0.04399100435157111,0.030000000000001137,0.0167633
437,2023-07-03 08:22:20.540108824,2,193.85,224.0,-0.04184251820430157,0.025398218204301576,0.0,0.0164443
438,2023-07-03 08:22:24.008832787,1,193.83,227.0,-0.21611652322315444,0.17959252322317262,0.01999999999998181,0.016524
440,2023-07-03 08:22:25.644010327,2,193.8,220.0,-0.1035577424121921,0.056792142412190966,0.030000000000001137,0.0167656
441,2023-07-03 08:22:25.644010327,2,193.8,104.0,-0.0721638182043027,0.025398218204301576,0.030000000000001137,0.0167656
442,2023-07-03 08:22:25.644010327,1,193.8,61.0,-0.12708181803554586,0.08031621803554471,0.030000000000001137,0.0167656
443,2023-07-03 08:22:25.644010327,1,193.79,208.0,-0.13734001803556517,0.08031621803554471,0.040000000000020464,0.0170238
445,2023-07-03 08:22:25.644010327,2,193.79,104.0,-0.2366163232231931,0.17959252322317262,0.040000000000020464,0.0170238
446,2023-07-03 08:22:25.644010327,2,193.79,167.0,-0.21563562184876958,0.1586118218487491,0.040000000000020464,0.0170238
447,2023-07-03 08:22:30.077803363,1,193.77,191.0,-0.10216141820430386,0.025398218204301576,0.060000000000002274,0.0167632
453,2023-07-03 08:22:33.567677034,2,193.8,59.0,-0.12700231803554585,0.08031621803554471,0.030000000000001137,0.0166861
455,2023-07-03 08:22:33.567677034,2,193.82,155.0,-0.10737381803556403,0.08031621803554471,0.010000000000019327,0.0170576
459,2023-07-03 08:22:33.580660214,1,193.85,84.0,-0.07318814241219096,0.056792142412190966,0.0,0.016396
460,2023-07-03 08:22:35.755220543,1,193.84,91.0,-0.26870195991223866,0.24228355991224776,0.009999999999990905,0.0164184
463,2023-07-03 08:22:56.079636722,1,193.84,106.0,-0.18508802184874001,0.1586118218487491,0.009999999999990905,0.0164762
465,2023-07-03 08:23:23.147701249,2,193.8,107.0,-0.27049518204301576,0.25398218204301576,0.0,0.016513
466,2023-07-03 08:23:47.770095904,1,193.8,191.0,-0.041886118204301576,0.025398218204301576,0.0,0.0164879
468,2023-07-03 08:24:45.289544720,1,193.79,228.0,-0.0521592182043209,0.025398218204301576,0.010000000000019327,0.016761
472,2023-07-03 08:25:10.406070845,2,193.8,182.0,-0.04185361820430157,0.025398218204301576,0.0,0.0164554
476,2023-07-03 08:25:38.346434624,2,193.77,66.0,-0.07255401820430271,0.025398218204301576,0.030000000000001137,0.0171558
478,2023-07-03 08:25:38.346434624,2,193.77,140.0,-0.12747201803554586,0.08031621803554471,0.030000000000001137,0.0171558
479,2023-07-03 08:25:38.346434624,1,193.77,162.0,-0.2137030545015167,0.16654725450151556,0.030000000000001137,0.0171558
481,2023-07-03 08:25:38.346434624,1,193.76,46.0,-0.10114680435159157,0.04399100435157111,0.040000000000020464,0.0171558
483,2023-07-03 08:25:53.714077306,1,193.76,84.0,-0.07323964241219097,0.056792142412190966,0.0,0.0164475
486,2023-07-03 08:26:15.054973891,2,193.75,118.0,-0.11441460870313314,0.08798200870314223,0.009999999999990905,0.0164326
487,2023-07-03 08:26:15.067333624,1,193.76,127.0,-0.21156411576341014,0.19508741576341013,0.0,0.0164767
